SampleID,PlayerStd,SeasonEndYear,TeamAtSeasonStart,InitMarketValue,FinalMarketValue,AgeAtSeasonStart,InjuryDays,GamesMissed,InjuryCount,TeamStartElo,SeqLen,MinutesTotal,League,Split
Adrien Truffert_2025,Adrien Truffert,2025,Rennes,15000000.0,15000000.0,23.0,0,0,0,1696.82,31,2633,Ligue 1,test
Adria Altimira_2024,Adria Altimira,2024,Villarreal,2000000.0,2000000.0,22.0,0,0,0,1721.35,11,775,La Liga,val
Adria Altimira_2025,Adria Altimira,2025,Leganés,1800000.0,1500000.0,23.0,0,0,0,1566.74,22,1630,La Liga,test
Adria Pedrosa_2022,Adria Pedrosa,2022,Espanyol,6000000.0,9000000.0,23.0,18,1,1,1648.6,31,2720,La Liga,train
Adria Pedrosa_2023,Adria Pedrosa,2023,Espanyol,7000000.0,5000000.0,24.0,266,35,2,1596.81,7,229,La Liga,train
Adria Pedrosa_2024,Adria Pedrosa,2024,Sevilla,6000000.0,6000000.0,25.0,19,3,1,1755.48,31,1753,La Liga,val
Adria Pedrosa_2025,Adria Pedrosa,2025,Sevilla,7000000.0,7000000.0,26.0,25,3,1,1676.25,31,2298,La Liga,test
Adrian Butzke_2022,Adrian Butzke,2022,Granada,100000.0,300000.0,22.0,0,0,0,1654.23,1,1,La Liga,train
Adrian Lopez_2021,Adrian Lopez,2021,Osasuna,1200000.0,1200000.0,32.0,29,8,1,1697.59,17,481,La Liga,train
Adrian Marin_2021,Adrian Marin,2021,Alavés,700000.0,1200000.0,23.0,0,0,0,1638.95,28,724,La Liga,train
Adryelson_2024,Adryelson,2024,Lyon,5000000.0,4000000.0,25.0,0,0,0,1652.94,2,6,Ligue 1,val
Adryelson_2025,Adryelson,2025,Lyon,4000000.0,3500000.0,26.0,27,6,2,1716.43,1,1,Ligue 1,test
Adson_2024,Adson,2024,Nantes,6000000.0,4500000.0,22.0,0,0,0,1517.04,8,238,Ligue 1,val
Adu Ares_2023,Adu Ares,2023,Athletic Club,300000.0,500000.0,21.0,4,1,1,1739.26,8,84,La Liga,train
Adu Ares_2024,Adu Ares,2024,Athletic Club,600000.0,2000000.0,22.0,12,1,2,1731.47,12,265,La Liga,val
Adu Ares_2025,Adu Ares,2025,Athletic Club,2000000.0,1600000.0,23.0,0,0,0,1764.15,1,19,La Liga,test
Afimico Pululu_2022,Afimico Pululu,2022,Greuther Fürth,1500000.0,1000000.0,22.0,12,2,1,1511.93,6,55,Bundesliga,train
Agustin Martegani_2024,Agustin Martegani,2024,Salernitana,2000000.0,1800000.0,23.0,19,3,1,1610.06,18,731,Serie A,val
Agustin Rogel_2023,Agustin Rogel,2023,Hertha BSC,4500000.0,1500000.0,25.0,28,3,2,1602.69,18,1257,Bundesliga,train
Agustin Alvarez_2023,Agustin Alvarez,2023,Sassuolo,8500000.0,8000000.0,21.0,219,22,1,1654.8,22,368,Serie A,train
Ahmad Benali_2021,Ahmad Benali,2021,Crotone,2500000.0,1500000.0,28.0,155,26,6,1485.71,18,1214,Serie A,train
Ahmad Ngouyamsa_2021,Ahmad Ngouyamsa,2021,Dijon,150000.0,250000.0,19.0,0,0,0,1527.31,2,144,Ligue 1,train
Ahmed El Mohamady_2021,Ahmed El Mohamady,2021,Aston Villa,2000000.0,1500000.0,33.0,55,1,1,1640.96,13,749,Premier League,train
Ahmed Hegazy_2021,Ahmed Hegazy,2021,West Brom,3500000.0,4000000.0,29.0,0,0,0,1579.39,1,90,Premier League,train
Ahmed Kutucu_2021,Ahmed Kutucu,2021,Schalke 04,3500000.0,1700000.0,20.0,29,5,2,1593.88,6,87,Bundesliga,train
Ahmed Touba_2024,Ahmed Touba,2024,Lecce,2800000.0,1600000.0,25.0,0,0,0,1607.71,6,277,Serie A,val
Aiham Ousou_2024,Aiham Ousou,2024,Cádiz,2000000.0,1800000.0,23.0,0,0,0,1580.03,6,430,La Liga,val
Aimar Oroz_2023,Aimar Oroz,2023,Osasuna,3000000.0,15000000.0,20.0,44,8,2,1669.47,31,2013,La Liga,train
Aimar Oroz_2024,Aimar Oroz,2024,Osasuna,15000000.0,15000000.0,22.0,48,5,2,1670.77,33,2339,La Liga,val
Aimar Oroz_2025,Aimar Oroz,2025,Osasuna,15000000.0,15000000.0,23.0,0,0,0,1651.6,37,2966,La Liga,test
Aimar Sher_2022,Aimar Sher,2022,Spezia,1200000.0,1000000.0,19.0,85,22,2,1531.15,1,45,Serie A,train
Aingeru Olabarrieta_2024,Aingeru Olabarrieta,2024,Athletic Club,25000.0,500000.0,17.0,0,0,0,1757.98,1,9,La Liga,val
Aingeru Olabarrieta_2025,Aingeru Olabarrieta,2025,Athletic Club,500000.0,500000.0,19.0,37,5,1,1817.98,1,54,La Liga,test
Ainsley Maitland Niles_2021,Ainsley Maitland Niles,2021,Arsenal,18000000.0,16000000.0,23.0,0,0,0,1799.52,50,3260,Premier League,train
Ainsley Maitland Niles_2022,Ainsley Maitland Niles,2022,Arsenal,12000000.0,10000000.0,24.0,0,0,0,1849.23,32,1510,Premier League,train
Ainsley Maitland Niles_2023,Ainsley Maitland Niles,2023,Southampton,8000000.0,8000000.0,25.0,11,2,1,1684.94,20,1296,Premier League,train
Ainsley Maitland Niles_2024,Ainsley Maitland Niles,2024,Lyon,6000000.0,9000000.0,26.0,0,0,0,1684.9,23,1432,Ligue 1,val
Ainsley Maitland Niles_2025,Ainsley Maitland Niles,2025,Lyon,10000000.0,12000000.0,27.0,0,0,0,1716.43,30,1850,Ligue 1,test
Aitor Paredes_2023,Aitor Paredes,2023,Athletic Club,400000.0,1000000.0,22.0,0,0,0,1739.26,16,859,La Liga,train
Aitor Paredes_2024,Aitor Paredes,2024,Athletic Club,4000000.0,22000000.0,23.0,6,1,1,1696.7,34,2704,La Liga,val
Aitor Paredes_2025,Aitor Paredes,2025,Athletic Club,22000000.0,22000000.0,24.0,26,3,2,1764.15,23,1812,La Liga,test
Aitor Ruibal_2021,Aitor Ruibal,2021,Betis,1500000.0,2000000.0,24.0,12,3,1,1668.33,28,1593,La Liga,train
Aitor Ruibal_2022,Aitor Ruibal,2022,Betis,3000000.0,3000000.0,25.0,0,0,0,1740.6,19,856,La Liga,train
Aitor Ruibal_2023,Aitor Ruibal,2023,Betis,5000000.0,5000000.0,26.0,0,0,0,1778.93,26,1454,La Liga,train
Aitor Ruibal_2024,Aitor Ruibal,2024,Betis,5000000.0,3500000.0,27.0,36,5,1,1739.29,18,1017,La Liga,val
Aitor Ruibal_2025,Aitor Ruibal,2025,Betis,3500000.0,3500000.0,28.0,47,10,2,1709.26,29,1313,La Liga,test
Ajdin Hrustic_2021,Ajdin Hrustic,2021,Eint Frankfurt,1300000.0,1800000.0,24.0,0,0,0,1730.43,9,257,Bundesliga,train
Ajdin Hrustic_2022,Ajdin Hrustic,2022,Eint Frankfurt,3000000.0,3000000.0,25.0,20,3,2,1760.57,21,870,Bundesliga,train
Ajdin Hrustic_2023,Ajdin Hrustic,2023,Hellas Verona,2000000.0,1500000.0,26.0,172,27,3,1622.89,6,226,Serie A,train
Akaki Gogia_2021,Akaki Gogia,2021,Union Berlin,800000.0,650000.0,28.0,82,6,1,1662.94,5,51,Bundesliga,train
Akim Zedadka_2022,Akim Zedadka,2022,Clermont Foot,2200000.0,4000000.0,26.0,0,0,0,1507.38,36,3157,Ligue 1,train
Akim Zedadka_2023,Akim Zedadka,2023,Lille,3000000.0,2500000.0,27.0,0,0,0,1696.96,56,3906,Ligue 1,train
Akor Adams_2024,Akor Adams,2024,Montpellier,8000000.0,10000000.0,23.0,10,2,1,1604.6,32,2252,Ligue 1,val
Akor Adams_2025,Akor Adams,2025,Montpellier,9000000.0,5000000.0,24.0,149,15,3,1649.05,38,2418,Ligue 1,test
Alan Do Marcolino_2023,Alan Do Marcolino,2023,Rennes,150000.0,150000.0,21.0,0,0,0,1719.58,3,19,Ligue 1,train
Alan Empereur_2021,Alan Empereur,2021,Hellas Verona,1000000.0,1000000.0,26.0,39,6,2,1548.41,4,219,Serie A,train
Alan Matturro_2024,Alan Matturro,2024,Genoa,4000000.0,4000000.0,19.0,132,17,4,1596.85,6,106,Serie A,val
Alan Matturro_2025,Alan Matturro,2025,Genoa,8000000.0,7000000.0,20.0,114,14,3,1690.65,13,900,Serie A,test
Alan Virginius_2023,Alan Virginius,2023,Lille,4000000.0,4000000.0,19.0,0,0,0,1698.13,15,258,Ligue 1,train
Alan Virginius_2024,Alan Virginius,2024,Lille,3500000.0,3500000.0,20.0,0,0,0,1700.35,32,2010,Ligue 1,val
Alassane Plea_2021,Alassane Plea,2021,Gladbach,30000000.0,22000000.0,27.0,28,5,3,1765.77,25,1640,Bundesliga,train
Alassane Plea_2022,Alassane Plea,2022,Gladbach,18000000.0,15000000.0,28.0,15,0,1,1748.46,29,1710,Bundesliga,train
Alassane Plea_2023,Alassane Plea,2023,Gladbach,15000000.0,8000000.0,29.0,35,3,3,1711.59,27,1726,Bundesliga,train
Alassane Plea_2024,Alassane Plea,2024,Gladbach,8000000.0,7000000.0,30.0,66,9,2,1684.28,26,1835,Bundesliga,val
Alassane Plea_2025,Alassane Plea,2025,Gladbach,6000000.0,5000000.0,31.0,24,3,2,1652.19,28,1763,Bundesliga,test
Alassane Sidibe_2022,Alassane Sidibe,2022,Atalanta,1000000.0,1000000.0,20.0,0,0,0,1803.73,1,6,Serie A,train
Albert Gronbaek_2025,Albert Gronbaek,2025,Rennes,15000000.0,11000000.0,23.0,35,6,1,1696.82,38,1854,Ligue 1,test
Albert Gudmundsson_2022,Albert Gudmundsson,2022,Genoa,3000000.0,2400000.0,24.0,5,1,1,1521.63,12,607,Serie A,train
Albert Gudmundsson_2024,Albert Gudmundsson,2024,Genoa,12000000.0,30000000.0,26.0,22,4,2,1597.38,35,3016,Serie A,val
Albert Gudmundsson_2025,Albert Gudmundsson,2025,Fiorentina,28000000.0,18000000.0,27.0,99,21,7,1745.15,24,1273,Serie A,test
Albert Sambi Lokonga_2022,Albert Sambi Lokonga,2022,Arsenal,16000000.0,14000000.0,21.0,8,2,1,1866.67,18,1044,Premier League,train
Albert Sambi Lokonga_2023,Albert Sambi Lokonga,2023,Arsenal,15000000.0,15000000.0,23.0,0,0,0,1851.46,30,1468,Premier League,train
Albert Sambi Lokonga_2025,Albert Sambi Lokonga,2025,Sevilla,12000000.0,8000000.0,24.0,94,13,4,1676.25,22,1471,La Liga,test
Alberth Elis_2022,Alberth Elis,2022,Bordeaux,6000000.0,6500000.0,25.0,0,0,0,1540.15,20,1409,Ligue 1,train
Alberth Elis_2023,Alberth Elis,2023,Brest,4000000.0,2500000.0,26.0,0,0,0,1537.38,10,257,Ligue 1,train
Alberto Cerri_2021,Alberto Cerri,2021,Cagliari,3000000.0,1500000.0,24.0,57,3,1,1573.17,23,369,Serie A,train
Alberto Cerri_2024,Alberto Cerri,2024,Empoli,1700000.0,1700000.0,27.0,67,10,3,1573.5,12,545,Serie A,val
Alberto Cerri_2025,Alberto Cerri,2025,Como,1500000.0,1000000.0,28.0,31,4,1,1545.97,5,87,Serie A,test
Alberto Dadie_2024,Alberto Dadie,2024,Real Sociedad,250000.0,250000.0,21.0,0,0,0,1828.72,1,28,La Liga,val
Alberto Del Moral_2023,Alberto Del Moral,2023,Villarreal,800000.0,1000000.0,22.0,0,0,0,1835.99,1,5,La Liga,train
Alberto Dossena_2024,Alberto Dossena,2024,Cagliari,2000000.0,5000000.0,24.0,18,2,2,1572.95,35,2977,Serie A,val
Alberto Dossena_2025,Alberto Dossena,2025,Como,7000000.0,8000000.0,26.0,221,19,3,1545.97,23,1825,Serie A,test
Alberto Grassi_2021,Alberto Grassi,2021,Parma,5500000.0,4500000.0,25.0,52,10,2,1582.03,23,1177,Serie A,train
Alberto Grassi_2022,Alberto Grassi,2022,Cagliari,3500000.0,2500000.0,26.0,8,2,1,1583.57,30,2174,Serie A,train
Alberto Grassi_2023,Alberto Grassi,2023,Empoli,2000000.0,2000000.0,27.0,72,11,2,1539.65,25,1194,Serie A,train
Alberto Grassi_2024,Alberto Grassi,2024,Empoli,1800000.0,1800000.0,28.0,49,7,1,1626.09,27,1807,Serie A,val
Alberto Grassi_2025,Alberto Grassi,2025,Empoli,1800000.0,1800000.0,29.0,50,6,2,1638.61,28,2203,Serie A,test
Alberto Manzoni_2025,Alberto Manzoni,2025,Atalanta,1000000.0,900000.0,19.0,0,0,0,1884.47,1,6,Serie A,test
Alberto Mari_2023,Alberto Mari,2023,Valencia,25000.0,800000.0,21.0,0,0,0,1632.96,5,86,La Liga,train
Alberto Mari_2024,Alberto Mari,2024,Valencia,800000.0,1500000.0,22.0,120,16,1,1667.34,16,276,La Liga,val
Alberto Mari_2025,Alberto Mari,2025,Valencia,1500000.0,1000000.0,23.0,0,0,0,1663.42,1,7,La Liga,test
Alberto Moleiro_2024,Alberto Moleiro,2024,Las Palmas,10000000.0,15000000.0,20.0,39,7,1,1601.55,28,1803,La Liga,val
Alberto Moleiro_2025,Alberto Moleiro,2025,Las Palmas,20000000.0,25000000.0,21.0,0,0,0,1588.57,35,2714,La Liga,test
Alberto Perea_2021,Alberto Perea,2021,Cádiz,800000.0,1200000.0,29.0,0,0,0,1559.02,27,1549,La Liga,train
Alberto Perea_2022,Alberto Perea,2022,Cádiz,1000000.0,1000000.0,31.0,0,0,0,1611.36,18,777,La Liga,train
Alberto Perea_2023,Alberto Perea,2023,Cádiz,1000000.0,1000000.0,32.0,0,0,0,1650.63,1,45,La Liga,train
Alberto Perea_2024,Alberto Perea,2024,Granada,800000.0,450000.0,33.0,37,5,1,1617.57,2,2,La Liga,val
Alberto Risco_2025,Alberto Risco,2025,Getafe,200000.0,200000.0,19.0,0,0,0,1626.93,5,69,La Liga,test
Alberto Soro_2021,Alberto Soro,2021,Granada,2500000.0,3000000.0,21.0,15,1,1,1725.78,15,393,La Liga,train
Alberto Soro_2022,Alberto Soro,2022,Granada,2500000.0,2500000.0,22.0,75,14,2,1674.6,16,578,La Liga,train
Alberto Soro_2024,Alberto Soro,2024,Granada,800000.0,700000.0,24.0,0,0,0,1617.57,1,8,La Liga,val
Alberto Costa_2025,Alberto Costa,2025,Juventus,500000.0,10000000.0,21.0,0,0,0,1832.11,9,357,Serie A,test
Albin Ekdal_2021,Albin Ekdal,2021,Sampdoria,3200000.0,3000000.0,31.0,30,7,1,1588.82,32,2299,Serie A,train
Albin Ekdal_2022,Albin Ekdal,2022,Sampdoria,2000000.0,1000000.0,32.0,80,14,7,1643.21,26,1637,Serie A,train
Albin Ekdal_2023,Albin Ekdal,2023,Spezia,800000.0,800000.0,33.0,83,7,3,1524.82,31,1734,Serie A,train
Aleix Febas_2022,Aleix Febas,2022,Mallorca,1000000.0,1000000.0,25.0,0,0,0,1629.66,4,117,La Liga,train
Aleix Garcia_2021,Aleix Garcia,2021,Eibar,2000000.0,1800000.0,23.0,0,0,0,1674.56,11,437,La Liga,train
Aleix Garcia_2023,Aleix Garcia,2023,Girona,4000000.0,10000000.0,25.0,0,0,0,1609.86,30,2337,La Liga,train
Aleix Garcia_2024,Aleix Garcia,2024,Girona,20000000.0,25000000.0,26.0,0,0,0,1666.84,37,3199,La Liga,val
Aleix Garcia_2025,Aleix Garcia,2025,Leverkusen,20000000.0,20000000.0,27.0,0,0,0,1925.04,27,1365,Bundesliga,test
Aleix Garrido_2023,Aleix Garrido,2023,Barcelona,300000.0,300000.0,18.0,98,3,1,1891.3,1,7,La Liga,train
Aleix Vidal_2021,Aleix Vidal,2021,Sevilla,3000000.0,2000000.0,31.0,0,0,0,1854.38,12,595,La Liga,train
Aleix Vidal_2022,Aleix Vidal,2022,Espanyol,2000000.0,2000000.0,32.0,0,0,0,1651.18,31,1901,La Liga,train
Aleix Vidal_2023,Aleix Vidal,2023,Espanyol,1800000.0,1500000.0,33.0,0,0,0,1639.24,25,1025,La Liga,train
Alejandro Balde_2022,Alejandro Balde,2022,Barcelona,5000000.0,4000000.0,17.0,92,16,3,1896.95,5,188,La Liga,train
Alejandro Balde_2023,Alejandro Balde,2023,Barcelona,8000000.0,50000000.0,18.0,62,3,1,1868.7,33,2471,La Liga,train
Alejandro Balde_2024,Alejandro Balde,2024,Barcelona,50000000.0,40000000.0,20.0,196,23,3,1862.14,18,1378,La Liga,val
Alejandro Balde_2025,Alejandro Balde,2025,Barcelona,50000000.0,60000000.0,21.0,29,8,1,1882.09,32,2284,La Liga,test
Alejandro Frances_2025,Alejandro Frances,2025,Girona,5000000.0,2000000.0,22.0,23,4,1,1793.73,18,1173,La Liga,test
Alejandro Garnacho_2023,Alejandro Garnacho,2023,Manchester Utd,2000000.0,25000000.0,18.0,54,14,1,1810.7,19,569,Premier League,train
Alejandro Garnacho_2024,Alejandro Garnacho,2024,Manchester Utd,30000000.0,45000000.0,19.0,0,0,0,1873.67,32,2236,Premier League,val
Alejandro Garnacho_2025,Alejandro Garnacho,2025,Manchester Utd,50000000.0,45000000.0,20.0,0,0,0,1779.04,34,2119,Premier League,test
Alejo Veliz_2024,Alejo Veliz,2024,Tottenham,7000000.0,9000000.0,19.0,37,5,1,1846.95,26,168,Premier League,val
Alejo Veliz_2025,Alejo Veliz,2025,Espanyol,4000000.0,2500000.0,21.0,0,0,0,1600.12,27,1127,La Liga,test
Aleksa Terzic_2022,Aleksa Terzic,2022,Fiorentina,2000000.0,1500000.0,22.0,0,0,0,1647.29,14,274,Serie A,train
Aleksa Terzic_2023,Aleksa Terzic,2023,Fiorentina,1500000.0,2000000.0,23.0,32,8,1,1657.59,22,935,Serie A,train
Aleksandar Dragovic_2021,Aleksandar Dragovic,2021,Leverkusen,5000000.0,3500000.0,29.0,0,0,0,1794.74,16,1029,Bundesliga,train
Aleksandar Kolarov_2021,Aleksandar Kolarov,2021,Inter,5000000.0,1500000.0,34.0,117,18,6,1841.54,7,390,Serie A,train
Aleksandar Kolarov_2022,Aleksandar Kolarov,2022,Inter,1000000.0,500000.0,36.0,11,3,1,1904.37,3,42,Serie A,train
Aleksandar Mitrovic_2021,Aleksandar Mitrovic,2021,Fulham,22000000.0,16000000.0,26.0,34,7,3,1591.55,26,1326,Premier League,train
Aleksandar Mitrovic_2023,Aleksandar Mitrovic,2023,Fulham,25000000.0,28000000.0,27.0,44,7,3,1636.0,22,1882,Premier League,train
Aleksandar Mitrovic_2024,Aleksandar Mitrovic,2024,Fulham,28000000.0,28000000.0,29.0,41,10,2,1736.65,1,33,Premier League,val
Aleksandar Pavlovic_2024,Aleksandar Pavlovic,2024,Bayern Munich,200000.0,30000000.0,19.0,55,10,5,1944.26,18,1149,Bundesliga,val
Aleksandar Pavlovic_2025,Aleksandar Pavlovic,2025,Bayern Munich,50000000.0,55000000.0,20.0,93,19,3,1900.07,21,1451,Bundesliga,test
Aleksandar Radovanovic_2021,Aleksandar Radovanovic,2021,Lens,600000.0,600000.0,26.0,0,0,0,1541.81,1,90,Ligue 1,train
Aleksandar Radovanovic_2024,Aleksandar Radovanovic,2024,Almería,600000.0,900000.0,30.0,43,6,2,1539.81,9,569,La Liga,val
Aleksandar Sedlar_2022,Aleksandar Sedlar,2022,Mallorca,500000.0,500000.0,30.0,0,0,0,1629.66,10,404,La Liga,train
Aleksandar Sedlar_2024,Aleksandar Sedlar,2024,Alavés,500000.0,400000.0,32.0,238,29,1,1598.6,11,946,La Liga,val
Aleksandar Sedlar_2025,Aleksandar Sedlar,2025,Alavés,400000.0,300000.0,33.0,0,0,0,1645.67,9,594,La Liga,test
Aleksander Buksa_2022,Aleksander Buksa,2022,Genoa,1500000.0,1200000.0,18.0,103,18,2,1604.81,4,63,Serie A,train
Aleksandr Golovin_2021,Aleksandr Golovin,2021,Monaco,20000000.0,28000000.0,24.0,0,0,0,1595.79,19,908,Ligue 1,train
Aleksandr Golovin_2022,Aleksandr Golovin,2022,Monaco,25000000.0,25000000.0,25.0,83,13,5,1703.9,25,1399,Ligue 1,train
Aleksandr Golovin_2023,Aleksandr Golovin,2023,Monaco,22000000.0,28000000.0,26.0,17,2,2,1749.38,34,2464,Ligue 1,train
Aleksandr Golovin_2024,Aleksandr Golovin,2024,Monaco,30000000.0,30000000.0,27.0,99,6,2,1652.99,25,2147,Ligue 1,val
Aleksandr Golovin_2025,Aleksandr Golovin,2025,Monaco,30000000.0,20000000.0,28.0,159,16,6,1772.99,19,1153,Ligue 1,test
Aleksandr Kokorin_2021,Aleksandr Kokorin,2021,Fiorentina,6000000.0,3500000.0,29.0,134,21,5,1634.24,4,94,Serie A,train
Aleksandr Kokorin_2022,Aleksandr Kokorin,2022,Fiorentina,2000000.0,800000.0,30.0,67,12,2,1647.29,6,55,Serie A,train
Aleksey Miranchuk_2021,Aleksey Miranchuk,2021,Atalanta,18000000.0,15000000.0,24.0,18,4,1,1821.33,25,675,Serie A,train
Aleksey Miranchuk_2022,Aleksey Miranchuk,2022,Atalanta,13500000.0,10000000.0,25.0,55,10,3,1836.63,19,772,Serie A,train
Aleksey Miranchuk_2023,Aleksey Miranchuk,2023,Torino,10000000.0,12000000.0,27.0,63,9,3,1624.25,29,2089,Serie A,train
Aleksey Miranchuk_2024,Aleksey Miranchuk,2024,Atalanta,9000000.0,10000000.0,27.0,18,0,1,1765.23,27,1176,Serie A,val
Alessandro Bastoni_2021,Alessandro Bastoni,2021,Inter,45000000.0,60000000.0,21.0,16,4,2,1841.54,33,2922,Serie A,train
Alessandro Bastoni_2022,Alessandro Bastoni,2022,Inter,60000000.0,60000000.0,22.0,38,8,5,1898.13,31,2311,Serie A,train
Alessandro Bastoni_2023,Alessandro Bastoni,2023,Inter,55000000.0,60000000.0,23.0,22,6,2,1863.92,29,2157,Serie A,train
Alessandro Bastoni_2024,Alessandro Bastoni,2024,Inter,60000000.0,70000000.0,24.0,30,7,3,1882.35,28,2268,Serie A,val
Alessandro Bastoni_2025,Alessandro Bastoni,2025,Inter,75000000.0,80000000.0,25.0,0,0,0,1964.78,33,2401,Serie A,test
Alessandro Bianco_2023,Alessandro Bianco,2023,Fiorentina,350000.0,800000.0,20.0,3,1,1,1647.15,7,153,Serie A,train
Alessandro Bianco_2025,Alessandro Bianco,2025,Fiorentina,5000000.0,5000000.0,22.0,0,0,0,1776.37,70,5236,Serie A,test
Alessandro Buongiorno_2021,Alessandro Buongiorno,2021,Torino,600000.0,2500000.0,21.0,23,3,2,1569.49,12,858,Serie A,train
Alessandro Buongiorno_2022,Alessandro Buongiorno,2022,Torino,4000000.0,4000000.0,22.0,13,2,1,1586.18,23,1181,Serie A,train
Alessandro Buongiorno_2023,Alessandro Buongiorno,2023,Torino,5000000.0,10000000.0,23.0,0,0,0,1630.76,34,2721,Serie A,train
Alessandro Buongiorno_2024,Alessandro Buongiorno,2024,Torino,20000000.0,35000000.0,24.0,72,15,3,1692.63,29,2527,Serie A,val
Alessandro Buongiorno_2025,Alessandro Buongiorno,2025,Napoli,45000000.0,50000000.0,25.0,115,15,4,1778.85,22,1924,Serie A,test
Alessandro Circati_2025,Alessandro Circati,2025,Parma,8500000.0,8000000.0,21.0,196,26,1,1571.97,6,540,Serie A,test
Alessandro Cortinovis_2023,Alessandro Cortinovis,2023,Hellas Verona,900000.0,700000.0,21.0,98,10,1,1635.19,1,6,Serie A,train
Alessandro Deiola_2021,Alessandro Deiola,2021,Spezia,1000000.0,1000000.0,25.0,36,4,3,1456.12,48,1950,Serie A,train
Alessandro Deiola_2022,Alessandro Deiola,2022,Cagliari,2000000.0,2000000.0,26.0,7,2,1,1588.59,33,2129,Serie A,train
Alessandro Deiola_2024,Alessandro Deiola,2024,Cagliari,1600000.0,1900000.0,28.0,0,0,0,1572.95,27,1608,Serie A,val
Alessandro Deiola_2025,Alessandro Deiola,2025,Cagliari,1600000.0,1600000.0,29.0,0,0,0,1611.59,29,1432,Serie A,test
Alessandro Dellavalle_2024,Alessandro Dellavalle,2024,Torino,800000.0,800000.0,20.0,0,0,0,1717.31,1,15,Serie A,val
Alessandro Di Pardo_2021,Alessandro Di Pardo,2021,Juventus,100000.0,225000.0,21.0,23,6,1,1866.68,4,14,Serie A,train
Alessandro Di Pardo_2024,Alessandro Di Pardo,2024,Cagliari,900000.0,900000.0,24.0,44,6,2,1572.95,15,359,Serie A,val
Alessandro Florenzi_2021,Alessandro Florenzi,2021,Paris S-G,10000000.0,13000000.0,29.0,43,10,4,1926.95,19,1379,Ligue 1,train
Alessandro Florenzi_2022,Alessandro Florenzi,2022,Milan,8000000.0,5500000.0,30.0,98,17,4,1802.77,24,1152,Serie A,train
Alessandro Florenzi_2023,Alessandro Florenzi,2023,Milan,3500000.0,2000000.0,31.0,217,37,5,1837.32,6,203,Serie A,train
Alessandro Florenzi_2024,Alessandro Florenzi,2024,Milan,2000000.0,2000000.0,32.0,12,3,1,1829.9,31,1732,Serie A,val
Alessandro Florenzi_2025,Alessandro Florenzi,2025,Milan,1500000.0,1000000.0,33.0,222,41,1,1799.16,1,5,Serie A,test
Alessandro Gabrielloni_2025,Alessandro Gabrielloni,2025,Como,1000000.0,850000.0,30.0,58,7,2,1545.97,15,142,Serie A,test
Alessandro Marcandalli_2025,Alessandro Marcandalli,2025,Genoa,2000000.0,2000000.0,22.0,29,2,1,1663.71,20,800,Serie A,test
Alessandro Schopf_2021,Alessandro Schopf,2021,Schalke 04,3500000.0,1500000.0,26.0,32,6,2,1613.71,18,873,Bundesliga,train
Alessandro Tripaldelli_2021,Alessandro Tripaldelli,2021,Cagliari,450000.0,1000000.0,21.0,36,8,4,1582.29,10,300,Serie A,train
Alessandro Tuia_2021,Alessandro Tuia,2021,Benevento,300000.0,800000.0,30.0,50,6,3,1548.81,27,1765,Serie A,train
Alessandro Tuia_2023,Alessandro Tuia,2023,Lecce,700000.0,400000.0,32.0,32,6,3,1524.67,7,509,Serie A,train
Alessandro Vogliacco_2024,Alessandro Vogliacco,2024,Genoa,2000000.0,2000000.0,25.0,43,6,1,1618.64,20,1169,Serie A,val
Alessandro Vogliacco_2025,Alessandro Vogliacco,2025,Genoa,2000000.0,2800000.0,26.0,31,4,2,1696.19,44,2974,Serie A,test
Alessandro Zanoli_2022,Alessandro Zanoli,2022,Napoli,1000000.0,4000000.0,21.0,25,7,1,1822.35,12,457,Serie A,train
Alessandro Zanoli_2023,Alessandro Zanoli,2023,Napoli,4000000.0,6000000.0,22.0,22,0,1,1880.22,46,3104,Serie A,train
Alessandro Zanoli_2024,Alessandro Zanoli,2024,Napoli,6000000.0,5000000.0,23.0,6,1,1,1878.82,42,1946,Serie A,val
Alessandro Zanoli_2025,Alessandro Zanoli,2025,Genoa,6000000.0,6000000.0,24.0,25,3,2,1696.19,31,1711,Serie A,test
Alessio Cacciamani_2025,Alessio Cacciamani,2025,Torino,500000.0,500000.0,17.0,0,0,0,1710.99,2,31,Serie A,test
Alessio Iovine_2025,Alessio Iovine,2025,Como,400000.0,400000.0,33.0,0,0,0,1545.97,10,387,Serie A,test
Alessio Romagnoli_2021,Alessio Romagnoli,2021,Milan,36000000.0,25000000.0,25.0,39,11,3,1773.79,22,1907,Serie A,train
Alessio Romagnoli_2022,Alessio Romagnoli,2022,Milan,20000000.0,17000000.0,26.0,54,13,4,1802.77,19,1409,Serie A,train
Alessio Romagnoli_2023,Alessio Romagnoli,2023,Lazio,18000000.0,18000000.0,27.0,18,5,1,1721.39,34,2922,Serie A,train
Alessio Romagnoli_2024,Alessio Romagnoli,2024,Lazio,15000000.0,15000000.0,28.0,54,11,2,1779.99,29,2411,Serie A,val
Alessio Romagnoli_2025,Alessio Romagnoli,2025,Lazio,12000000.0,7000000.0,29.0,40,8,5,1784.74,32,2672,Serie A,test
Alessio Zerbin_2023,Alessio Zerbin,2023,Napoli,4000000.0,4000000.0,23.0,0,0,0,1800.58,10,198,Serie A,train
